id_muestra;macroarea;metodologia;pais;titulo;issn_impreso;issn_electronico;editor;idiomas;areas_tematicas;url_revista;url_doaj;proceso_revision;tiene_apc;articulos_a_revisar
155;Ciencias Naturales y Exactas;Experimental + Estadística;Ecuador;Journal of Science and Research;;2528-8083;Universidad Técnica de Babahoyo;Spanish;Technology | Science;http://revistas.utb.edu.ec/index.php/sr/index;https://doaj.org/toc/f7e88bbab70b4262abab911975f2e8d8;Double anonymous peer review;No;10
156;Ciencias Naturales y Exactas;Experimental + Estadística;Brasil;Journal of Venomous Animals and Toxins including Tropical Diseases;;1678-9199;SciELO;English;Medicine: Internal medicine: Special situations and conditions: Arctic medicine. Tropical medicine | Medicine: Public aspects of medicine: Toxicology. Poisons | Science: Zoology;http://www.scielo.br/jvatitd;https://doaj.org/toc/7331f79cb40844598c47c36a38ebffc7;Double anonymous peer review;Yes;10
157;Ciencias Naturales y Exactas;Experimental;Brasil;Khronos;;2447-2158;CHC - Centro Interunidades de História da Ciência da Universidade de São Paulo;Portuguese, English;General Works: Academies and learned societies | Science: Natural history (General) | History (General) and history of Europe: History (General);https://www.revistas.usp.br/khronos/index;https://doaj.org/toc/fa8f9ae8f7ca4d658ccb3b8f46dd33bf;Double anonymous peer review;No;10
158;Ciencias Naturales y Exactas;Experimental;Argentina;Latin American Journal of Sedimentology and Basin Analysis;1669-7316;1851-4979;Asociación Argentina de Sedimentología;English, Spanish, Portuguese;Science: Geology | Science: Physics: Geophysics. Cosmic physics;https://lajsba.sedimentologia.org.ar/index.php/lajsba/index;https://doaj.org/toc/b68aa2de42d944bfa83cec8163e5688f;Peer review;No;10
159;Ciencias Naturales y Exactas;Inferencia Estadística;Chile;Latin American Journal of Trade Policy;;0719-9368;Universidad de Chile;English, Spanish;Law: Law in general. Comparative and uniform law. Jurisprudence: Comparative law. International uniform law: Regulation of industry, trade, and commerce. Occupational law | Political science: International relations | Social Sciences: Industries. Land use. Labor: Large industry. Factory system. Big business: Trade associations;https://lajtp.uchile.cl/;https://doaj.org/toc/33b9bc2dc51c4c23881da37b64a69ec1;Double anonymous peer review;No;10
160;Ciencias Naturales y Exactas;Experimental + Estadística;Ecuador;Letras Verdes: Revista Latinoamericana de Estudios Socioambientales;;1390-6631;Facultad Latinoamericana de Ciencias Sociales, sede Ecuador;Spanish;Geography. Anthropology. Recreation: Human ecology. Anthropogeography | Geography. Anthropology. Recreation: Environmental sciences;http://revistas.flacsoandes.edu.ec/letrasverdes;https://doaj.org/toc/b4769730c64d4bd095a83acd12482499;Anonymous peer review;No;10
161;Ciencias Naturales y Exactas;Experimental + Estadística;Argentina;Lilloa;0075-9481;2346-9641;Fundación Miguel Lillo;Spanish;Agriculture: Plant culture | Science: Botany;http://lilloa.lillo.org.ar;https://doaj.org/toc/5225e7efb4784cf3b7a81c162250cf53;Double anonymous peer review;No;10
162;Ciencias Naturales y Exactas;Experimental;Colombia;Logos Ciencia & Tecnología;2145-549X;;Policía Nacional de Colombia;Spanish;General Works: History of scholarship and learning. The humanities | Science: Science (General) | Social Sciences: Social sciences (General);https://revistalogos.policia.edu.co:8443/index.php/rlct;https://doaj.org/toc/f7696191db36468db1bff2f308f17088;Double anonymous peer review;No;10
163;Ciencias Naturales y Exactas;Inferencia Estadística;Brasil;Lua Nova: Revista de Cultura e Política;0102-6445;;Centro de Estudos de Cultura Contemporânea, CEDEC;Portuguese;Political science: Political science (General) | Social Sciences: Sociology (General);http://www.scielo.br/scielo.php?script=sci_serial&lng=en&pid=0102-6445&nrm=iso;https://doaj.org/toc/5ad44c4521a44d19b39a58849c8117fa;Anonymous peer review;No;10
164;Ciencias Naturales y Exactas;Inferencia Estadística;Chile;Magallania;0718-0209;0718-2244;Universidad de Magallanes;Spanish;General Works: History of scholarship and learning. The humanities | Geography. Anthropology. Recreation: Anthropology | Social Sciences: Social sciences (General);http://www.magallania.cl/index.php/magallania;https://doaj.org/toc/9810309355a64a6f9e251a026b5843d5;Peer review;No;10
165;Ciencias Naturales y Exactas;Experimental;Colombia;Mammalogy Notes;;2382-3704;Sociedad Colombiana de Mastozoología (SCMas);English, Spanish;Science: Zoology;https://mammalogynotes.org/;https://doaj.org/toc/236adf6db24b4297a5541bfc1b4e0c2e;Double anonymous peer review;No;10
166;Ciencias Naturales y Exactas;Experimental + Estadística;Argentina;Marine and Fishery Sciences;;2683-7951;Instituto Nacional de Investigación y Desarrollo Pesquero (INIDEP);Spanish, English;Geography. Anthropology. Recreation: Oceanography | Agriculture: Aquaculture. Fisheries. Angling | Science: Biology (General): Ecology;https://ojs.inidep.edu.ar;https://doaj.org/toc/0233bf5216474d19a0d7dfd657838622;Double anonymous peer review;No;10
167;Ciencias Naturales y Exactas;Inferencia Estadística;Brasil;Marketing & Tourism Review;;2525-8176;Universidade Federal de Minas Gerais;English, Portuguese;Geography. Anthropology. Recreation: Recreation. Leisure | Social Sciences: Commerce: Business;http://revistas.face.ufmg.br/index.php/mtr;https://doaj.org/toc/5d23e4e790f24521aad6a12d2187980f;Double anonymous peer review;No;10
168;Ciencias Naturales y Exactas;Inferencia Estadística;Brasil;Mediações: Revista de Ciências Sociais;;2176-6665;Universidade Estadual de Londrina;English, Portuguese, Spanish;Social Sciences: Social sciences (General);http://www.uel.br/revistas/uel/index.php/mediacoes/index;https://doaj.org/toc/93bd5d0db7204b85a0927d1975ed4e1c;Double anonymous peer review;No;10
169;Ciencias Naturales y Exactas;Inferencia Estadística;Brasil;Mises;2318-0811;2594-9187;Instituto Mises Brasil;Portuguese;Law: Law in general. Comparative and uniform law. Jurisprudence | Social Sciences: Economic history and conditions;https://www.misesjournal.org.br;https://doaj.org/toc/4326cff8e0e441eeaeb2c5cd07bf14d8;Double anonymous peer review;No;10
170;Ciencias Naturales y Exactas;Inferencia Estadística;Argentina;Mundo Agrario;;1515-5994;Universidad Nacional de La Plata;Spanish, Portuguese, French, English;Social Sciences: Social history and conditions. Social problems. Social reform | Social Sciences: Sociology (General);https://www.mundoagrario.unlp.edu.ar/;https://doaj.org/toc/fcfa6b445acc49f6aaa25adc347e48fd;Double anonymous peer review;No;10
171;Ciencias Naturales y Exactas;Experimental;Colombia;Mutis;;2256-1498;Universidad Jorge Tadeo Lozano;English, Spanish;Science: Science (General) | Social Sciences: Social sciences (General);http://revistas.utadeo.edu.co/index.php/mutis/index;https://doaj.org/toc/f277625cb9c146099276b80563c1a176;Peer review;No;10
172;Ciencias Naturales y Exactas;Experimental;Brasil;Neotropical Ichthyology;1679-6225;1982-0224;Sociedade Brasileira de Ictiologia;English;Science: Zoology;http://www.scielo.br/scielo.php?script=sci_serial&pid=1679-6225&lng=en&nrm=iso;https://doaj.org/toc/8b6c8c7a36a3488ab4c6748545c73923;Anonymous peer review;Yes;10
173;Ciencias Naturales y Exactas;Inferencia Estadística;Brasil;Nova Perspectiva Sistêmica;0104-7841;2594-4363;Instituto Noos;Portuguese;Philosophy. Psychology. Religion: Psychology | Social Sciences: Social sciences (General);http://www.revistanps.com.br;https://doaj.org/toc/27ebc66f772346cc85ea1d698e8bb0ec;Double anonymous peer review;No;10
174;Ciencias Naturales y Exactas;Experimental + Estadística;Brasil;Novation;;2562-7147;Universidade Federal do Parana;English;Philosophy. Psychology. Religion: Logic | Social Sciences: Industries. Land use. Labor: Management. Industrial management: Technological innovations. Automation | Social Sciences: Industries. Land use. Labor: Management. Industrial management: Public relations. Industrial publicity | Law: Law in general. Comparative and uniform law. Jurisprudence: Comparative law. International uniform law: Public law | History (General) and history of Europe: History (General);https://revistas.ufpr.br/novation/index;https://doaj.org/toc/1311ed35b34342c08a6a92ed98516257;Editorial review, Peer review, Open peer review;No;10
175;Ciencias Naturales y Exactas;Inferencia Estadística;Colombia;Novum Jus;1692-6013;2500-8692;Universidad Católica de Colombia;English, Portuguese, Spanish;Law | Social Sciences;http://novumjus.ucatolica.edu.co/;https://doaj.org/toc/9864fa6db6074b39a85d6a4dce2fdd28;Double anonymous peer review;No;10
176;Ciencias Naturales y Exactas;Experimental;Argentina;Nuestras Aves;0326-7725;;Aves Argentinas - Departamento Científico;Spanish, English, Portuguese;Science: Zoology | Science: Biology (General);https://nuestrasaves.avesargentinas.org.ar;https://doaj.org/toc/32fb748baf3c41f299f4e4025a529f2b;Double anonymous peer review;No;10
177;Ciencias Naturales y Exactas;Experimental + Estadística;Colombia;Ocupación Humana;0122-0942;2590-7816;Colegio Colombiano de Terapia Ocupacional;English, Portuguese, Spanish;Medicine: Public aspects of medicine | Social Sciences: Industries. Land use. Labor: Labor. Work. Working class: Industrial hygiene. Industrial welfare;https://www.latinjournal.org/index.php/roh/index;https://doaj.org/toc/e0a3144468214d8881794137c4286a0f;Double anonymous peer review;No;10
178;Ciencias Naturales y Exactas;Experimental + Estadística;Brasil;Orbital: The Electronic Journal of Chemistry;;1984-6428;Universidade Federal de Mato Grosso do Sul;English;Science: Chemistry;https://periodicos.ufms.br/index.php/orbital;https://doaj.org/toc/a94a3d3f3e7d4edba3d86028f7eab38a;Peer review;No;10
179;Ciencias Naturales y Exactas;Experimental;Argentina;Papers in Physics;;1852-4249;Papers in Physics;English;Science: Physics;https://www.papersinphysics.org/index.php/papersinphysics/index;https://doaj.org/toc/5747c17a20d2460a8669dea6ab138483;Open peer review, Anonymous peer review;Yes;10
180;Ciencias Naturales y Exactas;Inferencia Estadística;Brasil;Perspectivas Contemporâneas;;1980-0193;Faculdade Integrado de Campo Mourão;Spanish, Portuguese, English;Social Sciences: Social sciences (General);https://revista.grupointegrado.br/revista/index.php/perspectivascontemporaneas/index;https://doaj.org/toc/50dbffb9e12a4cd68a9f4d9426a237ba;Double anonymous peer review;No;10
181;Ciencias Naturales y Exactas;Inferencia Estadística;Argentina;Perspectivas Revista de Ciencias Sociales;;2525-1112;Universidad Nacional de Rosario;Spanish, Portuguese, English, Italian;Social Sciences;https://perspectivasrcs.unr.edu.ar/index.php/PRCS;https://doaj.org/toc/363d3b6d7a7f4ea8bbbfdef044ed2263;Editorial review, Double anonymous peer review;No;10
182;Ciencias Naturales y Exactas;Inferencia Estadística;Chile;Política y Estrategia;0716-7415;0719-8027;Academia Nacional de Estudios Políticos y Estratégicos;English, Spanish;Military Science | Political science: International relations | Political science: Political institutions and public administration (General);http://www.politicayestrategia.cl;https://doaj.org/toc/57cf6ed513b647efaf9908d5b4d90d6a;Double anonymous peer review;No;10
183;Ciencias Naturales y Exactas;Inferencia Estadística;Brasil;Políticas Culturais em Revista;;1983-3717;Universidade Federal da Bahia;Portuguese, Spanish;Social Sciences;http://www.portalseer.ufba.br/index.php/pculturais/index;https://doaj.org/toc/151cd5432ced4eae895a0d0391369a9b;Peer review;No;10
184;Ciencias Naturales y Exactas;Experimental + Estadística;Brasil;Princípios;0104-8694;1983-2109;Universidade Federal do Rio Grande do Norte;Spanish, Portuguese, Italian, German, French, English;Philosophy. Psychology. Religion: Speculative philosophy: Epistemology. Theory of knowledge | Philosophy. Psychology. Religion: Speculative philosophy: Metaphysics | Philosophy. Psychology. Religion: Philosophy (General);https://periodicos.ufrn.br/principios/;https://doaj.org/toc/99b2f6831abe4ec2b2f9d5740f228634;Double anonymous peer review;No;10
185;Ciencias Naturales y Exactas;Inferencia Estadística;Brasil;Pós: Revista do Programa de Pós-Graduação em Arquitetura e Urbanismo da FAUUSP;1518-9554;2317-2762;Universidade de São Paulo (USP);English, Portuguese;Fine Arts: Architecture | Social Sciences: Communities. Classes. Races: Urban groups. The city. Urban sociology;http://www.revistas.usp.br/posfau;https://doaj.org/toc/8b37d9ded80c4a969b69f908a42350fe;Double anonymous peer review;No;10
186;Ciencias Naturales y Exactas;Inferencia Estadística;Argentina;Relaciones Internacionales;1515-3371;2314-2766;Universidad Nacional de La Plata;Spanish;Political science: International relations;https://revistas.unlp.edu.ar/RRII-IRI/index;https://doaj.org/toc/8df75b6c11e84f6e9888cc5df0004185;Double anonymous peer review;No;10
187;Ciencias Naturales y Exactas;Experimental + Estadística;Brasil;Revisbrato;;2526-3544;Universidade Federal do Rio de Janeiro (UFRJ);Portuguese;Medicine: Therapeutics. Pharmacology | Social Sciences: Industries. Land use. Labor: Labor. Work. Working class: Industrial hygiene. Industrial welfare;https://revistas.ufrj.br/index.php/ribto/index;https://doaj.org/toc/a1c9d5e709ff4156b10c5f9d933f75d7;Anonymous peer review;No;10
188;Ciencias Naturales y Exactas;Inferencia Estadística;Brasil;Revista Ambiente Contábil;;2176-9036;Universidade Federal do Rio Grande do Norte;Portuguese;Social Sciences: Commerce: Business: Accounting. Bookkeeping;https://periodicos.ufrn.br/ambiente/index;https://doaj.org/toc/70c9d294c56040ba8d7f34fa12e0e14f;Double anonymous peer review;No;10
189;Ciencias Naturales y Exactas;Experimental + Estadística;Brasil;Revista Brasileira de Saúde Materno Infantil;1519-3829;1806-9304;Instituto Materno Infantil de Pernambuco;Portuguese, English;Medicine: Gynecology and obstetrics;https://www.scielo.br/j/rbsmi/;https://doaj.org/toc/28003f4070a843ec82cf2c4168959018;Peer review;No;10
190;Ciencias Naturales y Exactas;Experimental;Chile;Revista Chilena de Entomología;0034-740X;0718-8994;Sociedad Chilena de Entomología;English, Spanish;Science: Zoology;http://www.biotaxa.org/rce;https://doaj.org/toc/6a86c1a5f19d407b87ee9b449e2ae9d1;Anonymous peer review;No;10
191;Ciencias Naturales y Exactas;Inferencia Estadística;Colombia;Revista Ciencias y Humanidades;2462-9367;2500-784X;Corporación Educativa Jorge Robledo;Spanish;General Works: History of scholarship and learning. The humanities | Social Sciences: Social sciences (General);https://revistacienciasyhumanidades.com/ojs/index.php/ojs/licencia;https://doaj.org/toc/a432094c27c54e7e88b5516f64be33c6;Double anonymous peer review;No;10
192;Ciencias Naturales y Exactas;Inferencia Estadística;Ecuador;Revista Científica Ciencia y Tecnología;1390-6321;2661-6734;Universidad Tecnológica Empresarial de Guayaquil;Portuguese, English, Spanish;Social Sciences;http://cienciaytecnologia.uteg.edu.ec/revista/index.php/cienciaytecnologia;https://doaj.org/toc/1ca131f72c104f479c38c32bcfbeb582;Double anonymous peer review;No;10
193;Ciencias Naturales y Exactas;Experimental;Ecuador;Revista Científica de Ciencias Naturales y Ambientales;1390-8413;2773-7772;Universidad de Guayaquil;Spanish, English;Science: Chemistry | Science: Botany: Plant ecology | Science: Geology | Science: Biology (General);https://revistas.ug.edu.ec/index.php/cna/index;https://doaj.org/toc/1a9d66a7da46410f888e83de647a3f6a;Double anonymous peer review;No;10
194;Ciencias Naturales y Exactas;Inferencia Estadística;Paraguay;Revista Científica en Ciencias Sociales;;2708-0412;Universidad del Pacífico;Spanish;Social Sciences: Social sciences (General);http://www.upacifico.edu.py:8040/index.php/PublicacionesUP_Sociales;https://doaj.org/toc/0bc359bacf20483faeb28191c709b510;Double anonymous peer review;No;10
195;Ciencias Naturales y Exactas;Inferencia Estadística;Colombia;Revista Ciudades, Estados y Política;2462-9103;2389-8437;Universidad Nacional de Colombia;Spanish;Fine Arts: Architecture: Aesthetics of cities. City planning and beautifying | Social Sciences: Communities. Classes. Races: Urban groups. The city. Urban sociology: City planning;http://www.revistas.unal.edu.co/index.php/revcep;https://doaj.org/toc/73d5764f7c9244b3bc3e45b0f20a8f6c;Double anonymous peer review;No;10
196;Ciencias Naturales y Exactas;Inferencia Estadística;Colombia;Revista CoPaLa;;2500-8870;Red CoPaLa;Spanish;Social Sciences: Social history and conditions. Social problems. Social reform;http://revistacopala.net/index.php/ojs;https://doaj.org/toc/82f009a5da854f008755ea6eac281a2f;Anonymous peer review;No;10
197;Ciencias Naturales y Exactas;Experimental + Estadística;Brasil;Revista DAE;0101-6040;2675-4959;Companhia de Saneamento Básico do Estado de São Paulo S.A (SABESP);Portuguese, English;Technology: Environmental technology. Sanitary engineering | Technology: Engineering (General). Civil engineering (General): Environmental engineering | Geography. Anthropology. Recreation: Environmental sciences;http://www.revistadae.com.br;https://doaj.org/toc/3d75a1400cd34a439383c0a283cd1632;Double anonymous peer review;No;10
198;Ciencias Naturales y Exactas;Inferencia Estadística;Brasil;Revista Direitos Sociais e Políticas Públicas;;2318-5732;Centro Universitário Unifafibe;English, Portuguese, Spanish;Political science: Political institutions and public administration (General) | Social Sciences: Social sciences (General);http://www.unifafibe.com.br/revista/index.php/direitos-sociais-politicas-pub/index;https://doaj.org/toc/65b6faed531947b69be724860a3690cb;Double anonymous peer review;No;10
199;Ciencias Naturales y Exactas;Inferencia Estadística;Brasil;Revista Diversidade & Educação;;2358-8853;Universidade Federal do Rio Grande;Spanish, Portuguese, English;Education: Special aspects of education | Social Sciences: The family. Marriage. Woman: Women. Feminism;https://periodicos.furg.br/divedu/index;https://doaj.org/toc/5896f24de99844a08b592c8328e75fbf;Double anonymous peer review;No;10
200;Ciencias Naturales y Exactas;Experimental + Estadística;Brasil;Revista Espaço Acadêmico;;1519-6186;Universidade Estadual de Maringá;Portuguese;Social Sciences: Social sciences (General);https://www.periodicos.uem.br/ojs/index.php/EspacoAcademico/index;https://doaj.org/toc/a9047e4635b64bd485906e373ceda032;Double anonymous peer review;No;10
201;Ciencias Naturales y Exactas;Inferencia Estadística;Chile;Revista Estudios de Políticas Públicas;;0719-6296;Universidad de Chile;Spanish, English, Portuguese;Political science: Political institutions and public administration (General);https://revistaestudiospoliticaspublicas.uchile.cl/index.php/REPP/index;https://doaj.org/toc/00e17a8c9b2d4181adfe78405aa9de82;Double anonymous peer review;No;10
202;Ciencias Naturales y Exactas;Experimental + Estadística;Peru;Revista IECOS;;2788-7480;Facultad de Ingeniería Económica, Estadística y Ciencias Sociales, Universidad Nacional de Ingeniería;Spanish, English;Social Sciences: Economic theory. Demography: Economics as a science;https://revistas.uni.edu.pe/index.php/iecos/index;https://doaj.org/toc/735a21c8528848f080c2d46887bb8d95;Double anonymous peer review;No;10
203;Ciencias Naturales y Exactas;Inferencia Estadística;Colombia;Revista IUSTA;1900-0448;2500-5286;Universidad Santo Tomás;Spanish;Law: Law in general. Comparative and uniform law. Jurisprudence | Political science: Political science (General);https://revistas.usantotomas.edu.co/index.php/iusta;https://doaj.org/toc/df385c578be54168b6d47e69444df7a7;Double anonymous peer review;No;10
204;Ciencias Naturales y Exactas;Experimental + Estadística;Colombia;Revista Ingeniería, Matemáticas y Ciencias de la Información;;2357-3716;Corporación Universitaria Republicana;English, Spanish;Technology: Engineering (General). Civil engineering (General) | Technology: Technology (General): Industrial engineering. Management engineering: Information technology | Science: Mathematics;http://ojs.urepublicana.edu.co/index.php/ingenieria;https://doaj.org/toc/36cf174c228c40a09fe0a04af6193d31;Double anonymous peer review;No;10
205;Ciencias Naturales y Exactas;Inferencia Estadística;Colombia;Revista Innova ITFIP;2619-6328;2619-3558;ITFIP - INSTITUCIÓN DE EDUCACIÓN SUPERIOR;Spanish;Social Sciences: Economic theory. Demography: Economics as a science;http://www.revistainnovaitfip.com/index.php/innovajournal/index;https://doaj.org/toc/2456c03a08784405b978d432d37e01c8;Peer review;No;10
206;Ciencias Naturales y Exactas;Inferencia Estadística;Brasil;Revista Interdisciplinar de Direito;1518-8167;2447-4290;Centro Universitário de Valença;Spanish, Portuguese, French, English;Law: Law in general. Comparative and uniform law. Jurisprudence | Political science: Political science (General);http://revistas.faa.edu.br/index.php/FDV/;https://doaj.org/toc/75a96b8a0ce741588024304c49fb7eac;Double anonymous peer review;No;10
207;Ciencias Naturales y Exactas;Inferencia Estadística;Argentina;Revista Latinoamericana de Antropología del Trabajo;;2591-2755;"Centro de Estudios e Investigaciones Laborales (CEIL-CONICET) ; Centro de Investigación y Estudios Superiores en Antropología Social (CIESAS-CONACYT)";Spanish;Geography. Anthropology. Recreation: Anthropology: Ethnology. Social and cultural anthropology | Social Sciences: Industries. Land use. Labor: Labor. Work. Working class: Labor policy. Labor and the state;http://www.ceil-conicet.gov.ar/ojs/index.php/lat/index;https://doaj.org/toc/5b33a6aea4eb4fc28220a45916cc7531;Double anonymous peer review;No;10
208;Ciencias Naturales y Exactas;Inferencia Estadística;Brasil;Revista Movimentos Sociais e Dinâmicas Espaciais;;2238-8052;Universidade Federal de Pernambuco;Portuguese;Geography. Anthropology. Recreation: Environmental sciences | Geography. Anthropology. Recreation: Geography (General) | Social Sciences: Social sciences (General);https://periodicos.ufpe.br/revistas/revistamseu/index;https://doaj.org/toc/fffdb748ba144b348e1d15c6282848af;Double anonymous peer review;No;10
209;Ciencias Naturales y Exactas;Inferencia Estadística;Brasil;Revista Novos Rumos Sociológicos;2318-3721;2318-1966;Universidade Federal de Pelotas;Spanish, Portuguese;Social Sciences: Sociology (General);http://periodicos.ufpel.edu.br/ojs2/index.php/NORUS;https://doaj.org/toc/a105f41b27544adda405db5e63fc9388;Anonymous peer review;No;10
210;Ciencias Naturales y Exactas;Experimental + Estadística;Peru;Revista Peruana de Investigación Materno Perinatal;2305-3887;2663-113X;Instituto Nacional Materno Perinatal;Spanish;Medicine: Public aspects of medicine | Medicine: Surgery: Anesthesiology | Medicine: Gynecology and obstetrics | Medicine: Pediatrics | Medicine: Internal medicine;https://investigacionmaternoperinatal.inmp.gob.pe/;https://doaj.org/toc/399c6f7634934a4d93938010f67d9874;Double anonymous peer review;No;10
211;Ciencias Naturales y Exactas;Inferencia Estadística;Ecuador;Revista San Gregorio;1390-7247;2528-7907;Universidad San Gregorio;Spanish;Social Sciences: Social sciences (General);https://revista.sangregorio.edu.ec//index.php/REVISTASANGREGORIO/index;https://doaj.org/toc/c9d0021c045a42b796d656f0a4cb1dd5;Anonymous peer review;No;10
212;Ciencias Naturales y Exactas;Inferencia Estadística;Brasil;Revista Sul-Americana de Ciência Política;;2317-5338;Universidade Federal de Pelotas;Portuguese;Political science: Political science (General);https://periodicos.ufpel.edu.br/ojs2/index.php/rsulacp;https://doaj.org/toc/5628585c44744efa93d23e8483e7412e;Double anonymous peer review;No;10
213;Ciencias Naturales y Exactas;Experimental + Estadística;Brasil;Revista Tamoios;1676-1995;1980-4490;Universidade do Estado do Rio de Janeiro;Spanish, Portuguese, English;Geography. Anthropology. Recreation: Human ecology. Anthropogeography | Geography. Anthropology. Recreation: Geography (General);http://www.e-publicacoes.uerj.br/index.php/tamoios;https://doaj.org/toc/7ecb73fe86254fb7a26a993eae1f50b3;Double anonymous peer review;No;10
214;Ciencias Naturales y Exactas;Inferencia Estadística;Colombia;Revista Tiempo & Economía;;2422-2704;Universidad Jorge Tadeo Lozano;English, Portuguese, Spanish;Social Sciences: Commerce: Business | Social Sciences: Economic history and conditions | Social Sciences: Economic theory. Demography: Economics as a science;http://revistas.utadeo.edu.co/index.php/TyE;https://doaj.org/toc/b0d9094e57c540c196d555e391612a04;Double anonymous peer review;No;10
215;Ciencias Naturales y Exactas;Inferencia Estadística;Chile;Revista Tribuna Internacional;;0719-482X;Universidad de Chile;English, Spanish;Law: Law in general. Comparative and uniform law. Jurisprudence: Private international law. Conflict of laws | Political science: International relations;http://www.tribunainternacional.uchile.cl/;https://doaj.org/toc/00e70dd02d1e47eebb8423d6f4750c01;Peer review;No;10
216;Ciencias Naturales y Exactas;Experimental + Estadística;Brasil;Revista Uningá;;2318-0579;Editora Uningá;English, Portuguese;Science: Biology (General) | Medicine: Nursing;https://revista.uninga.br/uninga/index;https://doaj.org/toc/a548866bef9a4a23a178511358a720d0;Peer review, Double anonymous peer review;Yes;10
217;Ciencias Naturales y Exactas;Inferencia Estadística;Colombia;Revista Vínculos;1794-211X;2322-939X;Universidad Distrital Francisco José de Caldas;English, Portuguese, Spanish;Science: Mathematics: Instruments and machines: Electronic computers. Computer science: Computer software;https://revistas.udistrital.edu.co/index.php/vinculos;https://doaj.org/toc/f71b1f07fc4c46dd80c31ce1f7e03f3d;Double anonymous peer review;No;10
218;Ciencias Naturales y Exactas;Inferencia Estadística;Brasil;Revista da CGU;1981-674X;2595-668X;Controladoria-Geral da União;English, Portuguese, Spanish;Political science: Political institutions and public administration (General);https://revista.cgu.gov.br/Revista_da_CGU/index;https://doaj.org/toc/09c72d3c22ed4a5982cd98fe543d0fc2;Double anonymous peer review;No;10
219;Ciencias Naturales y Exactas;Experimental + Estadística;Brasil;Revista da SBEnBIO;1982-1867;2763-8898;Marco Antonio Leandro Barzano;Portuguese;Science: Biology (General);http://renbio.org.br/index.php/sbenbio;https://doaj.org/toc/49ea7d173f50495abff6fb4be87b9453;Double anonymous peer review;No;10
220;Ciencias Naturales y Exactas;Inferencia Estadística;Brasil;Revista de Administração, Contabilidade e Economia da Fundace;;2178-7638;Fundação para Pesquisa e Desenvolvimento da Administração, Contabilidade e Economia (Fundace);Portuguese;Social Sciences: Commerce: Business: Accounting. Bookkeeping | Social Sciences: Economic theory. Demography: Economics as a science;http://www.fundace.org.br/revistaracef/index.php/racef/index;https://doaj.org/toc/462005be41084630bc1dfdbfe6ed0ebe;Double anonymous peer review;No;10
221;Ciencias Naturales y Exactas;Inferencia Estadística;Brasil;Revista de Direito Econômico e Socioambiental;2179-345X;2179-8214;PUCPRESS;Spanish, Portuguese, Italian, English;Geography. Anthropology. Recreation: Environmental sciences | Law: Law in general. Comparative and uniform law. Jurisprudence;https://periodicos.pucpr.br/index.php/direitoeconomico/index;https://doaj.org/toc/2b7558b6d545419f8ca5b03aa149580e;Anonymous peer review, Double anonymous peer review;No;10
222;Ciencias Naturales y Exactas;Experimental + Estadística;Argentina;Revista de Educación en Biología;0329-5192;2344-9225;Argentine Association of Biology Teachers (Asociación de Docentes de Biología de Argentina);Spanish, Portuguese;Science: Biology (General) | Education: Special aspects of education;https://revistas.unc.edu.ar/index.php/revistaadbia/index;https://doaj.org/toc/825b6201d1c046faa16e30cbfd779959;Double anonymous peer review;No;10
223;Ciencias Naturales y Exactas;Experimental;Peru;Revista de Química;1012-3946;2518-2803;Pontificia Universidad Católica del Perú;Spanish;Science: Chemistry;https://revistas.pucp.edu.pe/index.php/quimica;https://doaj.org/toc/51b982f07c014b159373a6f99574242f;Anonymous peer review;No;10
224;Ciencias Naturales y Exactas;Experimental + Estadística;Brasil;Revista de Sistemas e Computação;;2237-2903;Universidade Salvador (UNIFACS);English, Portuguese;Technology: Electrical engineering. Electronics. Nuclear engineering: Electronics: Computer engineering. Computer hardware | Science: Mathematics: Instruments and machines: Electronic computers. Computer science;https://revistas.unifacs.br/index.php/rsc;https://doaj.org/toc/6469733c9bf94a1880908b391a8ab837;Double anonymous peer review;No;10
225;Ciencias Naturales y Exactas;Experimental;Argentina;Revista del Museo Argentino de Ciencias Naturales;1514-5158;1853-0400;"Museo Argentino de Ciencias Naturales Bernardino Rivadavia; Instituto Nacional de Investigación de las Ciencias Naturales";English, Spanish;Science: Science (General);http://revista.macn.gob.ar/ojs/index.php/RevMus/index;https://doaj.org/toc/4bdf8112f3f04f0bb8d5cb8e72527d8d;Peer review;No;10
226;Ciencias Naturales y Exactas;Inferencia Estadística;Brasil;Revista do Museu de Arqueologia e Etnologia;0103-9709;2448-1750;Museu de Arqueologia e Etnologia;Portuguese, French, Spanish, English;Auxiliary sciences of history: Archaeology | Geography. Anthropology. Recreation: Anthropology: Ethnology. Social and cultural anthropology;https://www.revistas.usp.br/revmae/index;https://doaj.org/toc/5831197029be42ba9c88acad981e8bed;Peer review;No;10
227;Ciencias Naturales y Exactas;Experimental;Brasil;SER Social;;2178-8987;Universidade de Brasília;Portuguese;Social Sciences: Social pathology. Social and public welfare. Criminology | Social Sciences: Social history and conditions. Social problems. Social reform;http://periodicos.unb.br/index.php/SER_Social;https://doaj.org/toc/846262da36c94753abd4b15d4c418b4f;Double anonymous peer review;No;10
